name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
Astica Rose  750mL,Astica Rose 750mL,18776,https://www.everythingwine.ca/astica-rose-750ml,Argentina,Mendoza,Rose,Malbec,,,,$8.98
Mirabeau Rose Red Blend 750mL,Mirabeau Rose Cotes De Proven750mL,219139,https://www.everythingwine.ca/mirabeau-rose-cotes-de-proven750ml,France,Provence,Rose,Red Blend,,,,$27.98
Naked Grape  Rose 750 mL,Naked Grape  Rose 750 ml,474593,https://www.everythingwine.ca/naked-grape-rose-750-ml,Canada,Canada,Rose,Red Blend,,,,$10.98
Dr Zenzen Noblesse Rose 750 mL,Dr Zenzen Noblesse Rose 750 mL,884106,https://www.everythingwine.ca/dr-zenzen-noblesse-rose-750-ml,Germany,Mosel,Rose,Pinot Noir,,Bursting with ripe strawberry flavors and balanced with a refreshing acidity.,"Enjoy with a salad, seafood or pork. This is the ultimate wine to chill and enjoy on the patio on a warm summer day.",$20.98
Baron d'Arignac Rose 750 mL,"Easy sipping, easy going Rosé! Subtle flavours of juicy strawberries and raspberries are accented by a burst of sweetness. Perfect pairing with the patio, sunsets and good friends.	
",244710,https://www.everythingwine.ca/baron-d-arignac-rose-750ml,Europe,Other,Rose,Red Blend,,"Pale pink with salmon lights. The bouquet is fine and offers red fruit, with notes of liquorice and spice. On the palate this rosé is a round and easy wine, fruity with a touch of sweetness and supple.","This rosé may be served by itself or with grilled meat and sausages, or a fresh BC Salmon and spicy prawns. This is the wine of the summer",$13.99
Copain Tous Ensemble Rose  750 mL,Copain Tous Ensemble Rose  750ml,35802,https://www.everythingwine.ca/copain-tous-ensemble-rose-750ml,USA,California - Mendocino Count,Rose,Pinot Noir,,"With a gorgeous hue of pale salmon, Tous Ensemble Rosé aromatically leaps out of the glass with a delicate bouquet of white flowers and crisp red fruits. Made in the saignée method and aged entirely in stainless steel, this wine displays resounding freshness and appealing acidity. Flavors of honeydew and fresh white strawberries are carried through with a long, mouthwatering finish.","This rosé has the versatility of being both a wine to enjoy on its own or with lighter foods, such as salads, grilled fish, or Mediterranean dishes.",$25.98
Maison Mont d'Azur Cloud Chaser Rose 750 mL,Maison Mont d'Azur Cloud Chaser Rose 750ml,455741,https://www.everythingwine.ca/maison-mont-d-azur-cloud-chaser-rose-750ml,France,Provence,Rose,Red Blend,,"Beautiful, classic, light pink-Rose color. Abounds with tantalizing aromas of strawberry, peach, apricot, and tropical fruits, including mango and banana. Round and smooth on the palate with enticing hints of raspberry and orange. The finish is long and lingering.","Pairs perfectly with fish, Asian and Mediterranean cuisines, grilled and roasted meats, and pasta.",$30.98
Adorada Rose  750 mL,Adorada Eau de California Rose  750ml,233302,https://www.everythingwine.ca/adorada-eau-de-california-rose-750ml,USA,California,Rose,Rose,,"This Rosé opens with spice and ginger on the nose, balanced by fragrant aromas of red fruit and antique red rose. The palate is succulent and lightly sweet, with juicy watermelon and honeycomb flavors, framed by a zesty hint of white pepper.","A wine with enough backbone for barbecued ribs in a rich, spicy sauce.",$17.99
Jacob's Creek Moscato Rose 250 mL,Jacob's Creek Moscato Rose 250 mL,181782,https://www.everythingwine.ca/jacob-s-creek-moscato-rose-250-ml,Australia,South Australia,Rose,Moscato,,,,$4.98
Picnic Basket Rose 750 mL,Picnic Basket Rose 750 mL,20071,https://www.everythingwine.ca/picnic-basket-rose-750-ml,Australia,South Australia,Rose,Red Blend,,"Fresh and vibrant rose with floral notes and flavours of strawberries and red fruits. An elegant wine with a crisp, clean finish.",,$11.98
Punti Ferrer The Winemaker's Secret Barrels Rose 1.0 L,Punti Ferrer The Winemaker's Secret Barrels Rose 1.0 L,20212,https://www.everythingwine.ca/punti-ferrer-the-winemaker-s-secret-barrels-rose-1-0-l,Chile,Cachapoal Valley,Rose,Red Blend,,Pale pink color. Aromas of strawberries and cherries. Very smooth with a crisp acidity and a fruity and sweet finish.,"Perfect for picnics, cookouts and summer meals. Drink with ice or very cold.",$24.98
Culmina Family Estate Winery Saignee  Rose  750 mL,Culmina Family Estate Winery Saignee  Rose  750 mL,126929,https://www.everythingwine.ca/culmina-family-estate-winery-saignee-rose-750-ml,Canada,BC - Okanagan Valley,Rose,Red Blend,,"Green Rhubarb, orange peel and crushed herb aromas are complemented by integrated flavours of clementine, strawberry and dried sage. Layered and complex, the telltale creamy and textural palate toes the balance between richness and freshness, savouriness and fruit. A style reminiscent of Southern-French styles while remaining ""Saignee"" at the same time.",,$27.29
Barefoot Pink Pinot Grigo Rose 750 mL,Barefoot Pink Pinot Grigo Rose 750 mL,196259,https://www.everythingwine.ca/barefoot-pink-pinot-grigo-750-ml,USA,California,Rose,Pinot Grigio,,"Barefoot Pink Pinot Grigio has a crisp and fruity style, full of tart apple, peach and raspberry flavours.",Enjoy with seafood or whilst sitting in the sun!,$9.99
Conundrum Rose 750 mL,Conundrum Rose 750 mL,3205,https://www.everythingwine.ca/conundrum-rose-750-ml,USA,California,Rose,Red Blend,,"An alluring color of rose gold, this wine offers fresh scents of watermelon, strawberries and ripe peaches. Floral notes come through on the nose and carry over to the palate, along with flavors of berries, pomegranate and citrus. Both dry and round, layers of delicate and intense fruit flavors add a degree of character that can be elusive in a Rosé. The finish on this wine is light and bright, with a floral quality blending seamlessly with the lushness of its fruit.",,$25.98
Mirabeau  Pure Provence Rose Red Blend 750 mL,Mirabeau  Pure Provence Rose Red Blend 750 mL,546564,https://www.everythingwine.ca/mirabeau-pure-provence-rose-red-blend-750-ml,France,Provence,Rose,Red Blend,,"An ethereal pale pink colour with silver reflections, this wine has the allure of a pure summer breeze. A complex rose?, with a pronounced mineral structure it’s characterised by elegant notes of wild strawberry, citrus, white flowers and a hint of lychee. Mirabeau Pure is refreshing and refined with a lingering, beautiful finish that will prolong the aromatic pleasures.","The perfect bottle for any occasion that calls for something a little special or as a gastronomic partner to good food. Try this Rose with salads, canapés, grilled white meats, fish and shellfish, sushi and Asian cuisine or fine vegetarian foods.",$33.98
Wine for Yoga Lovers Langhorne Creek Sangiovese Rose 750 mL ,Wine for Yoga Lovers Langhorne Creek Sangiovese Rose 750 mL,180466,https://www.everythingwine.ca/wine-for-yoga-lovers-langhorne-creek-sangiovese-rose-750-ml,Australia,Langhorne Creek,Rose,Red Blend,,"Hints of strawberry & cream, the quenching acidity will have you coming back for more! Light, fruity & fresh. 100% Sangiovese.",,$17.98
WillaKenzie Estate Willamete Valley Rose 750 mL ,WillaKenzie Estate Willamete Valley Rose 750 mL,189033,https://www.everythingwine.ca/willakenzie-estate-willamete-valley-rose-750-ml,USA,Oregon - Willamette Valley,Rose,Red Blend,,"This classy Rosé is both refreshing and serious in style. Laden with aromas of citrus blossom, fresh white peach and watermelon, this wine leaps out of the glass. The aromas and flavors carry through to a texturally complete palate that balances refreshing acidity with creamy viscosity.",,$29.98
Domaine des Terres Falmet Sibylline Rose 750 mL ,Domaine des Terres Falmet Sibylline Rose 750 mL,225246,https://www.everythingwine.ca/domaine-des-terres-falmet-sibylline-rose-750-ml,France,Languedoc - Saint Chinian,Rose,Red Blend,,,,$25.98
Thr3 Monkeys Fruity Rose Airen 750 mL,Thr3 Monkeys Fruity Rose Airen 750 mL,45633,https://www.everythingwine.ca/thr3-monkeys-fruity-rose-airen-750-ml,Spain,Spain,Rose,Tempranillo,,Thr3 Monkeys Fruity rosé wine opens a world of fruitiness! Whether you’re in a jungle or by the beach this rosé wine is likely to blow your mind. The fresh taste is packed with raspberries and fruitiness.,,$13.98
Oro Bello Wine Rose 750 mL,Oro Bello Wine Rose 750 mL,141206,https://www.everythingwine.ca/oro-bello-wine-rose-750-ml,USA,California,Rose,Syrah,,,,$40.98
Chateau Ste. Michelle  Columbia Valley Rose 750 mL,Chateau Ste. Michelle  Columbia Valley Rose 750 mL,182946,https://www.everythingwine.ca/chateau-ste-michelle-columbia-valley-rose-750-ml,USA,Washington - Columbia Valley,Rose,Syrah,,,,$23.98
Figuiere Cotes de Provence Premier Rose 750 mL ,Figuiere Cotes de Provence Premier Rose 750 mL,196092,https://www.everythingwine.ca/figuiere-cotes-de-provence-premier-rose-750-ml,France,Provence,Rose,Red Blend,,"Very pale pink gold in color with gray highlights. Attractive fruity nose with pineapple, apricot, nectarine and litchi followed by herbes de Provence, pepper and nutmeg. Mouth-filling and crisp on the palate with dominant aromas of strawberry and pepper. Well-balanced and refined, with lingering spices and a saline note.","The refreshing character of Provençal rosé with its bright acidity and moderate level of alcohol make it the ideal partner to the simply prepared cuisine of the Mediterranean. Serve this wine with crudités and anchovy sauce, marinated red bell peppers and a crudo of sea bass with lemon and peppercorn.",$41.98
LangeTwins Winery Rose 750 mL,LangeTwins Winery Rose 750 mL,100966,https://www.everythingwine.ca/langetwins-winery-rose-750-ml,USA,California,Rose,Sangiovese,,"With an alluring vibrant pink color, this Sangiovese Rosé is delightfully refreshing. Opening with juicy aromas of watermelon and strawberry, the same fruit notes carry over to the palate and are balanced by bright acidity. These smooth flavors and a lasting finish will leave you wanting another sip.",,$29.98
Valencisco Rioja Rose 750 mL,Valencisco Rioja Rose 750 mL,136463,https://www.everythingwine.ca/valencisco-rioja-rose-750-ml,Spain,Rioja,Rose,Tempranillo,,"The very rare Valenciso Rosado is a fresh, elegant and complex wine without oak aging that fully expresses the noble character of the variety.",,$40.49
Locatour Rose 750 mL,"This crisp and fresh Rose has flavours of cherry and peach, with nicely balanced acidity and a clean finish. Enjoy with light pasta dishes as well as seafood and cheeses.",182943,https://www.everythingwine.ca/locatour-rose-750-ml,USA,California,Rose,Red Blend,,"This crisp and fresh Rosé has flavors of cherry and peach, with nicely balanced acidity and a clean finish.",Enjoy with light pasta dishes as well as seafood and cheeses.,$19.99
Citadel Rosado 750 mL,An amazing price for this dry rose made from Tempranillo grapes! Intense aromas of ripe raspberry and strawberry with notes of citrus on the palate. Finishes crisp and dry.,234846,https://www.everythingwine.ca/citadel-rosado-750-ml,Spain,La Mancha,Rose,Tempranillo,,"A great value, crisp, dry Spanish Rose offering aromas of ripe red fruit and flavours of strawberry, raspberry and citrus notes.","A wine that can be enjoyed on its own or with a range of dishes such as butternut squash soup, grilled salmon or Poke.",$14.99
Bota Box Dry Rose 500 mL,Bota Box Dry Rose 500 mL,234123,https://www.everythingwine.ca/bota-box-dry-rose-500-ml,USA,California,Rose,Pinot Noir,,"Dry and not sweet. And that’s what you get with this Rosé – crisp, with aromas of raspberries and red rose and flavors of strawberry cake and grapefruit zest. Serve well chilled.","Bota Box Dry Rosé is the perfect barbeque wine, the perfect beach wine, and the perfect picnic wine, but it’s also the perfect sitting-around-watching-the-sunset wine.",$11.99
Three Thieves Rose 750 mL,Three Thieves Rose 750 mL,233706,https://www.everythingwine.ca/three-thieves-rose-750-ml,USA,California - Lodi,Rose,Syrah,,"Salmon orange color. Aromas of lemon drink mix, tang, wheat grass, and vanilla yogurt with a supple, crisp, dry-yet-fruity light body and a silky, scant peach gummies and sour watermelon candies finish with no oak flavor. A fruity refresher in a pink hue.",,$20.98
Fontanafredda Solerose Rose 750 mL,Fontanafredda Solerose Rose 750 mL,169587,https://www.everythingwine.ca/fontanafredda-solerose-rose-750-ml,Italy,Piedmont - Langhe,Rose,Red Blend,,"As soon as the wine is bottled, its colour is powder pink; with time it can take slightly coppery reflections. The flavours are fruity with notes of  raspberry, blueberry and ripe strawberries. In the mouth the wine is fresh, soft and savory.","Excellent as aperitif, with seafood, pasta and salumi.",$26.98
Casa Santos Lima Joya Rose 750 mL,Casa Santos Lima Joya Rose 750 mL,183254,https://www.everythingwine.ca/casa-santos-lima-joya-rose-750-ml,Portugal,Lisboa,Rose,Red Blend,,,,$12.98
Saint Mitre Provence Rose 750 mL,Saint Mitre Provence Rose 750 mL,169830,https://www.everythingwine.ca/saint-mitre-provence-rose-750-ml,France,Provence,Rose,Red Blend,,,,$30.98
Tilimuqui Malbec 750 mL,Tilimuqui Malbec 750 mL,187743,https://www.everythingwine.ca/tilimuqui-malbec-750-ml,Argentina,La rioja,Rose,Malbec,,,,$19.98
Chateau de Miniere Rose de Miniere 750 mL,Chateau de Miniere Rose de Miniere 750 mL,234462,https://www.everythingwine.ca/chateau-de-miniere-rose-de-miniere-750-ml,France,Loire,Rose,Cabernet Franc,,,,$26.98
Narrative - Okangan Crush Pad Winery Rose 750 mL,"Aromas of black and red currants, raspberries, and hints of smokiness and dark fruits.",561464,https://www.everythingwine.ca/narrative-rose-750ml,Canada,BC - Okanagan Valley,Rose,Pinot Noir,,"A medium ruby in colour, and translucent from core to rim. Aromas of black and red currants, raspberries, and hints of smokiness and dark fruits. Dry with light mouth feel and tannins. Soft, fruity, with red plums, ripe raspberries, vanilla, and hints","A fantastic wine to pair with pad thai, prawns, charcuterie, grilled chicken and sausages. Summertime in a glass!",$17.49
Dirty Laundry Vineyard Hush  Rose 750 mL,"Best paired with bold Malaysian foods, Asian fusion cuisine & Indian dishes.",767103,https://www.everythingwine.ca/dirty-laundry-hush,Canada,BC - Okanagan Valley,Rose,Red Blend,90%,"Red apple & watermelon on the nose, with a hint of strawberry on the palate.","Best paired with bold Malaysian foods, Asian fusion cuisine & Indian dishes.",$17.99
Kim Crawford Rose 750 mL,Kim Crawford Pansy Rose 750 ml,142992,https://www.everythingwine.ca/kim-crawford-pansy-rose,New Zealand,Marlborough,Rose,Red Blend,,"The first thing that strikes you about this rosé is its deep, vibrant burnt orange colour, a pretty good indication that it's made from pinot noir. And it's not just the colour that's distinctive. Unlike most rosés, which tend to be fairly light and lively, this is robust in texture and weight. The flavours are concentrated, layered, and well defined, the acidity is clean and fresh, and there's a light tannic dryness. This is a rosé that walks down a different path and it's delicious. Drink it now and in the next year or so.",,$16.99
Lorgeril  L'Orangeraie  Rose 750 mL,Lorgeril  L'Orangeraie  Rose 750 mL,291690,https://www.everythingwine.ca/lorgeril-l-orangeraie-rose,France,Languedoc,Rose,Red Blend,80%,This delightful rosé is characterized by a delicate nose of floral and red fruit aromas.  On the palate it is full of juicy raspberry and redcurrant fruit flavours.  A great summer sipper.,,$15.98
Copper Moon Rose 750 mL,Copper Moon Moonlight Harvest Rose 750ml,163634,https://www.everythingwine.ca/copper-moon-rose,Canada,Canada,Rose,Red Blend,100%,,,$9.49
Hillside Winery Rose 750 mL ,Hillside Estate Merlot Syrah Rose 750 mL,330704,https://www.everythingwine.ca/hillside-estate-rose,Canada,BC - Okanagan Valley,Rose,Red Blend,,"Bright aromas of wild flowers and field berries, red cherry and raspberry on the palate, and a juicy finish that goes on and on.","This Rose is great on its own or can be paired with cheese, charcuterie or some BC smoked salmon.",$20.98
Les Fleurs du Mal Rose 750ml,Les Fleurs du Mal Rose 750ml,360073,https://www.everythingwine.ca/les-fleurs-du-mal-rose,France,Languedoc - Roussillon,Rose,Other,,,,$15.99
Domaine Houchart  Cotes de Provence Rose 750 mL,Domaine Houchart  Cotes de Provence Rose 750 ml,252338,https://www.everythingwine.ca/houchart-provence-rose,France,Provence,Rose,Red Blend,,,,$19.99
La Vieille Ferme  Rose  750 mL,La Vieille Ferme  Rose  750ml,559393,https://www.everythingwine.ca/la-vieille-ferme-rose,France,Rhone - Cotes du Ventoux,Rose,Red Blend,100%,,,$12.99
Mateus  Rose 1.5L,Mateus  Rose 1.5L,12781,https://www.everythingwine.ca/mateus-rose-1-5l,Portugal,Other,Rose,Other,,,,$17.99
Peller Estates Proprietor's Reserve Rose 750 mL,Peller Proprietor's Reserve White Zinfandl 750ml,361147,https://www.everythingwine.ca/peller-prop-res-white-zinfandl,Canada,Canada,Rose,Red Blend,,,,$6.99
Finca Los Primos Rose Frizzante 750 mL,Finca Los Primos Rose Frizzante 750 mL,280248,https://www.everythingwine.ca/finca-los-primos-rose-frizzant,Argentina,Mendoza,Rose,Other,80%,,,$12.99
Marques de Caceres  Rose Rioja 750 mL, ,361188,https://www.everythingwine.ca/marques-de-caceres-rose,Spain,Rioja,Rose,Red Blend,,,,$16.98
Prieure de Montezargues Tavel Rose Rose 750ml,Prieure De Montezargues Taval Rose 750ml,35345,https://www.everythingwine.ca/prieure-de-montezargues-tavel,France,Rhone - Tavel,Rose,Red Blend,,,,$34.98
Therapy Vineyards Pink Freud  Rose 750 mL,Therapy Vineyards Pink Freud 2012 Rose 750 ml,442657,https://www.everythingwine.ca/therapy-pink-freud-2012,Canada,BC - Okanagan Valley,Rose,Red Blend,,,,$19.89
Joie Farm Rose 750 mL ,"The bright hues of this wine anticipate the intense aromas of raspberry, strawberry and dried sage that lift out of the glass. The intense nose carries through to the palate where we find bright flavours of cherry, cranberry and citrus. This slightly off-dry, medium bodied Rose is crisp, bright and refreshing with a long clean and dry finish.",511469,https://www.everythingwine.ca/joie-rose,Canada,BC - Okanagan Valley,Rose,Red Blend,,"The bright hues of this wine anticipate the intense aromas of raspberry, strawberry and dried sage that lift out of the glass. The intense nose carries through to the palate where we find bright flavours of cherry, cranberry and citrus. This slightly off-dry, medium bodied Rose is crisp, bright and refreshing with a long clean and dry finish.",A very versatile wine that will pair with a variety of different foods from salmon to pasta salad to brunch.,$22.99
Barefoot White Zinfandel Rose 750 mL,Barefoot White Zinfandel 750 ml,515965,https://www.everythingwine.ca/barefoot-white-zinfandel,USA,California,Rose,Zinfandel,,,,$11.98
Sogrape Gazela Vinho Verde Rose 750 mL,Sogrape Gazela Vinho Verde Rose 750 mL,678813,https://www.everythingwine.ca/gazela-vinho-verde-rose,Portugal,Vinho Verde,Rose,Red Blend,,,,$11.99
Chateau Pesquie  Terrasses Rose Ventoux 750 mL,Chateau Pesquie  Terrasses Rose Ventoux 750 mL,72983,https://www.everythingwine.ca/pesquie-terrasses-rose-ventoux,France,Rhone,Rose,Other,,,,$23.98
Cono Sur Pinot Noir Rose 750 mL,Cono Sur Pinot Noir Rose 750ml,760116,https://www.everythingwine.ca/cono-sur-pinot-noir-rose,Chile,Bio Bio Valley,Rose,Pinot Noir,,,,$10.98
Tilimuqui Malbec Rose 750 mL,"Ideal as an aperitif, to share with friends, special get-togethers, summer picnics, parties or simply to enjoy in the evening!",793984,https://www.everythingwine.ca/tilimuqui-malbec-rose-750ml,Argentina,Mendoza,Rose,Malbec,,"This is an attractive, medium-bodied Rosé made from 100% Malbec grapes and has an attractive intense floral aroma, where ripe red fruits really shine through. On the palate this wine is well balanced, fresh and fruity. Ideal as an aperitif, to share with",,$17.98
